t = 0.00000000e+00
       r                 z               t               u               u*              |u-u*|
  1.00000000e+00   1.00000000e+00  6.00000000e-01   1.21600000e+00  1.21600000e+00   0.00000000e+00
  3.00000000e+00   1.00000000e+00  6.00000000e-01   1.21600000e+00  1.21600000e+00   0.00000000e+00
  5.00000000e+00   1.00000000e+00  6.00000000e-01   1.21600000e+00  1.21600000e+00   0.00000000e+00
  1.00000000e+00   3.00000000e+00  6.00000000e-01   3.21600000e+00  3.21600000e+00   0.00000000e+00
  3.00000000e+00   3.00000000e+00  6.00000000e-01   3.21725367e+00  3.21600000e+00   1.25366601e-03
  5.00000000e+00   3.00000000e+00  6.00000000e-01   3.21600000e+00  3.21600000e+00   0.00000000e+00
  1.00000000e+00   5.00000000e+00  6.00000000e-01   5.21600000e+00  5.21600000e+00   0.00000000e+00
  3.00000000e+00   5.00000000e+00  6.00000000e-01   5.21600000e+00  5.21600000e+00   0.00000000e+00
  5.00000000e+00   5.00000000e+00  6.00000000e-01   5.21600000e+00  5.21600000e+00   0.00000000e+00

t = 7.00000000e-01
       r                 z               t               u               u*              |u-u*|
  1.00000000e+00   1.00000000e+00  7.00000000e-01   1.34300000e+00  1.34300000e+00   0.00000000e+00
  3.00000000e+00   1.00000000e+00  7.00000000e-01   1.34300000e+00  1.34300000e+00   0.00000000e+00
  5.00000000e+00   1.00000000e+00  7.00000000e-01   1.34300000e+00  1.34300000e+00   0.00000000e+00
  1.00000000e+00   3.00000000e+00  7.00000000e-01   3.34300000e+00  3.34300000e+00   0.00000000e+00
  3.00000000e+00   3.00000000e+00  7.00000000e-01   3.34424993e+00  3.34300000e+00   1.24993104e-03
  5.00000000e+00   3.00000000e+00  7.00000000e-01   3.34300000e+00  3.34300000e+00   0.00000000e+00
  1.00000000e+00   5.00000000e+00  7.00000000e-01   5.34300000e+00  5.34300000e+00   0.00000000e+00
  3.00000000e+00   5.00000000e+00  7.00000000e-01   5.34300000e+00  5.34300000e+00   0.00000000e+00
  5.00000000e+00   5.00000000e+00  7.00000000e-01   5.34300000e+00  5.34300000e+00   0.00000000e+00

t = 8.00000000e-01
       r                 z               t               u               u*              |u-u*|
  1.00000000e+00   1.00000000e+00  8.00000000e-01   1.51200000e+00  1.51200000e+00   0.00000000e+00
  3.00000000e+00   1.00000000e+00  8.00000000e-01   1.51200000e+00  1.51200000e+00   0.00000000e+00
  5.00000000e+00   1.00000000e+00  8.00000000e-01   1.51200000e+00  1.51200000e+00   0.00000000e+00
  1.00000000e+00   3.00000000e+00  8.00000000e-01   3.51200000e+00  3.51200000e+00   0.00000000e+00
  3.00000000e+00   3.00000000e+00  8.00000000e-01   3.51324958e+00  3.51200000e+00   1.24958066e-03
  5.00000000e+00   3.00000000e+00  8.00000000e-01   3.51200000e+00  3.51200000e+00   0.00000000e+00
  1.00000000e+00   5.00000000e+00  8.00000000e-01   5.51200000e+00  5.51200000e+00   0.00000000e+00
  3.00000000e+00   5.00000000e+00  8.00000000e-01   5.51200000e+00  5.51200000e+00   0.00000000e+00
  5.00000000e+00   5.00000000e+00  8.00000000e-01   5.51200000e+00  5.51200000e+00   0.00000000e+00

t = 9.00000000e-01
       r                 z               t               u               u*              |u-u*|
  1.00000000e+00   1.00000000e+00  9.00000000e-01   1.72900000e+00  1.72900000e+00   0.00000000e+00
  3.00000000e+00   1.00000000e+00  9.00000000e-01   1.72900000e+00  1.72900000e+00   0.00000000e+00
  5.00000000e+00   1.00000000e+00  9.00000000e-01   1.72900000e+00  1.72900000e+00   0.00000000e+00
  1.00000000e+00   3.00000000e+00  9.00000000e-01   3.72900000e+00  3.72900000e+00   0.00000000e+00
  3.00000000e+00   3.00000000e+00  9.00000000e-01   3.73024983e+00  3.72900000e+00   1.24982889e-03
  5.00000000e+00   3.00000000e+00  9.00000000e-01   3.72900000e+00  3.72900000e+00   0.00000000e+00
  1.00000000e+00   5.00000000e+00  9.00000000e-01   5.72900000e+00  5.72900000e+00   0.00000000e+00
  3.00000000e+00   5.00000000e+00  9.00000000e-01   5.72900000e+00  5.72900000e+00   0.00000000e+00
  5.00000000e+00   5.00000000e+00  9.00000000e-01   5.72900000e+00  5.72900000e+00   0.00000000e+00

t = 1.00000000e+00
       r                 z               t               u               u*              |u-u*|
  1.00000000e+00   1.00000000e+00  1.00000000e+00   2.00000000e+00  2.00000000e+00   0.00000000e+00
  3.00000000e+00   1.00000000e+00  1.00000000e+00   2.00000000e+00  2.00000000e+00   0.00000000e+00
  5.00000000e+00   1.00000000e+00  1.00000000e+00   2.00000000e+00  2.00000000e+00   0.00000000e+00
  1.00000000e+00   3.00000000e+00  1.00000000e+00   4.00000000e+00  4.00000000e+00   0.00000000e+00
  3.00000000e+00   3.00000000e+00  1.00000000e+00   4.00124997e+00  4.00000000e+00   1.24997180e-03
  5.00000000e+00   3.00000000e+00  1.00000000e+00   4.00000000e+00  4.00000000e+00   0.00000000e+00
  1.00000000e+00   5.00000000e+00  1.00000000e+00   6.00000000e+00  6.00000000e+00   0.00000000e+00
  3.00000000e+00   5.00000000e+00  1.00000000e+00   6.00000000e+00  6.00000000e+00   0.00000000e+00
  5.00000000e+00   5.00000000e+00  1.00000000e+00   6.00000000e+00  6.00000000e+00   0.00000000e+00

